"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","TON",1.747295,0.159292,4.738941,1.440266
"COVID-19","routine","TON",0.704446,-1.014718,2.426499,0.738979
"HPV","campaign","TON",4447.586071,3790.158014,5173.745115,4439.966109
"HPV","routine","TON",1152.009588,995.364273,1322.644616,1146.92906
"HepB","routine","TON",210.845806,175.308219,247.256238,210.834796
"Hib","routine","TON",38.910227,28.726765,49.487372,38.927311
"Measles","campaign","TON",0.654512,-1.189041,2.485794,0.754455
"Measles","routine","TON",192.4106,141.544048,239.877071,192.281454
"PCV","routine","TON",20.296353,-33.840593,66.519793,21.538171
"Rota","routine","TON",3.76427,-12.701697,19.786117,3.542388
"Rubella","campaign","TON",18.46338,-45.283769,82.440401,16.81479
"Rubella","routine","TON",12.034502,0.049943,34.895847,10.903099
