"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLB",2.434871,1.014338,4.435838,2.169473
"COVID-19","routine","SLB",2.41613,0.14948,4.36246,2.364146
"HPV","campaign","SLB",364.814155,212.13421,652.062821,330.3895
"HPV","routine","SLB",269.277792,98.199761,609.891542,221.508659
"HepB","routine","SLB",171.013392,138.643028,206.036664,170.887118
"Hib","routine","SLB",107.495496,79.816653,138.278955,107.487676
"Measles","campaign","SLB",48.190302,12.311462,66.971802,53.67554
"Measles","routine","SLB",719.707926,590.424603,840.75855,725.350571
"PCV","routine","SLB",71.704978,33.250512,113.955348,71.75262
"Rota","routine","SLB",26.05287,-2.126368,54.230815,23.874008
"Rubella","campaign","SLB",45.636462,-2.925767,109.869461,37.253766
"Rubella","routine","SLB",3.842723,-9.8e-05,14.113828,2.161378
"Typhoid","campaign","SLB",60.568071,4.434855,197.112361,48.802541
"Typhoid","routine","SLB",49.546322,4.299686,190.855505,36.160044
