"disease","activity_type","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","campaign","SLB",0.069818,0.010598,0.128685,0.072669
"COVID-19","routine","SLB",0,0,0,0
"HPV","campaign","SLB",10.584926,4.389761,22.829851,8.880933
"HPV","routine","SLB",9.037797,2.680009,21.742202,7.174148
"HepB","routine","SLB",6.864931,5.390225,8.825549,6.788737
"Hib","routine","SLB",1.43799,1.066139,1.861148,1.439704
"Measles","campaign","SLB",0.603512,0.084548,0.871708,0.685384
"Measles","routine","SLB",10.283131,8.582341,12.040394,10.355271
"PCV","routine","SLB",0.958532,0.434666,1.537807,0.960145
"Rota","routine","SLB",0.394084,0.003305,0.782831,0.363571
"Rubella","campaign","SLB",0.574026,-0.059616,1.571163,0.511233
"Rubella","routine","SLB",0.065391,-2e-06,0.239204,0.03516
"Typhoid","campaign","SLB",2.346539,0.124147,8.094072,1.799436
"Typhoid","routine","SLB",1.487146,0.04902,5.920253,1.130771
