"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","SLB",0.050415,0.007652,0.092922,0.052474
"HPV","SLB",9.363396,3.023127,21.948099,7.531735
"HepB","SLB",6.864931,5.390225,8.825549,6.788737
"Hib","SLB",1.43799,1.066139,1.861148,1.439704
"Measles","SLB",4.982596,3.965544,5.857947,5.014238
"PCV","SLB",0.958532,0.434666,1.537807,0.960145
"Rota","SLB",0.394084,0.003305,0.782831,0.363571
"Rubella","SLB",0.362679,-0.007236,0.926964,0.329206
"Typhoid","SLB",2.130009,0.104977,7.587185,1.671202
