"disease","country","mean_value","lower_95","upper_95","median_value"
"COVID-19","BOL",0.127687,0.050166,0.263392,0.122135
"HPV","BOL",12.02879,10.70422,13.660999,12.023397
"HepB","BOL",1.188572,0.947473,1.557758,1.17027
"Hib","BOL",2.929424,2.117848,3.863983,2.906266
"Measles","BOL",5.474826,4.290889,6.477033,5.490708
"PCV","BOL",2.73734,0.43312,5.775771,2.783149
"Rota","BOL",1.038302,0.509256,1.763556,0.996931
"Rubella","BOL",0.169084,0.023079,0.471969,0.1338
"Typhoid","BOL",0.418597,0.014343,1.459684,0.279327
